Year,No strain,RUcode,Sector WE,locatio,lat(),log(),datec,monthc,dateI,monthel,Host details,Host general,Host full name,N,F1 (titres ????),F-type,??? (%),arg-,mal-,ara-,ramnose,glycerine,sensibility to pesticine 1,streptomycin (mm),sterpoSS (mg/ml),gentamycin (mm),gentaSS (mg/ml),chloramphenicol (mm),chloraSS (mg/ml),penicillin (mm),peniSS (mg/ml),polymyxin,ampicillin,kanamycin,cefazolin,ciprofloxacin,reaction of denitrification ,,growth on agar base medium  ????,glucose,maltose,mannitol,saccharose,arabinose,galactose,urea
2007,1755,11?-1,11831,p5000,44 47 646 ,76 33 395,10,6,14,6,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1759,11?-1,11831,p5000,44 47 646 ,76 33 395,10,6,14,6,YM,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1776,11?-1,11831,p5000,44 47 646 ,76 33 395,10,6,14,6,AM,RO,Rhombomys opimus,1,?,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1195,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1196,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1197,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1198,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1201,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1218,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1732,11?-1,11831,p5000,44 47 646 ,76 33 395,16,5,19,5,unidentified,MIF,Migrating fleas,10,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1733,11?-1,11831,p5000,44 47 646 ,76 33 395,16,5,19,5,unidentified,MIF,Migrating fleas,16,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1734,11?-1,11831,p5000,44 47 646 ,76 33 395,16,5,19,5,unidentified,MIF,Migrating fleas,20,50 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2316,11?-1,11831,p5000,44 47 646 ,76 33 395,26,5,29,5,unidentified,FL-RO,Fleas on R.opimus,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2098,11?-1,11831,p5000,44 47 646 ,76 33 395,30,9,3,10,unidentified,FL-RO,Fleas on R.opimus,4,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2099,11?-1,11831,p5000,44 47 646 ,76 33 395,30,9,3,10,unidentified,FL-RO,Fleas on R.opimus,13,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,825,11?-1,11831,p500,44 45 528, 76 35 650,9,6,12,6,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,841,11?-1,11831,p500,44 45 528, 76 35 650,9,6,12,6,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,843,11?-1,11831,p500,44 45 528, 76 35 650,9,6,12,6,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,850,11?-1,11831,p500,44 45 528, 76 35 650,9,6,12,6,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1525,11?-1,11831,p500,44 47 605, 76 34 618,9,6,12,6,AM,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1530,11?-1,11831,p500,44 47 605, 76 34 618,9,6,12,6,YM,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1533,11?-1,11831,p500,44 47 605, 76 34 618,9,6,12,6,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2625,11?-1,11831,p500,44 47 605, 76 34 618,9,6,12,6,unidentified,FL-RO,Fleas on R.opimus,13,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1604,11?-1,11831,p500,44 42 354,76 36 680,5,6,7,6,AFL,RO,Rhombomys opimus,1,0,F1-,96,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1607,11?-1,11831,p500,44 42 354,76 36 680,5,6,7,6,AFL,RO,Rhombomys opimus,1,0,F1-,97,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1658,11?-1,11831,p500,44 47 968,76 34 574,7,6,8,6,AFL,RO,Rhombomys opimus,1,0,F1-,100,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,607,11?-2,11832,p5000,44 47 063 ,76 40 183,25,4,28,4,unidentified,FL-RO,Fleas on R.opimus,50,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,618,11?-2,11832,p5000,44 47 063 ,76 40 183,25,4,28,4,unidentified,FL-RO,Fleas on R.opimus,18,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,633,11?-2,11832,p5000,44 47 063 ,76 40 183,25,4,28,4,unidentified,TI-RO,Ticks on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,686,11?-2,11832,p5000,44 47 063 ,76 40 183,25,4,28,4,unidentified,FL-RO,Fleas on R.opimus,41,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,222,11?-2,11832,p5000,44 47 063 ,76 40 183,13,9,16,9,YM,RO,Rhombomys opimus,1,100 ???,F1+,,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,382,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,383,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,402,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1178,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,unidentified,FL-RO,Fleas on R.opimus,18,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1183,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,unidentified,FL-RO,Fleas on R.opimus,4,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1184,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,unidentified,TI-RO,Ticks on R.opimus,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1280,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,unidentified,MIF,Migrating fleas,16,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1281,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1283,11?-2,11832,p5000,44 47 063 ,76 40 183,11,5,14,5,unidentified,MIF,Migrating fleas,19,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1458,11?-2,11832,p5000,44 47 063 ,76 40 183,17,5,20,5,unidentified,MIF,Migrating fleas,31,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1460,11?-2,11832,p5000,44 47 063 ,76 40 183,17,5,20,5,unidentified,MIF,Migrating fleas,8,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1461,11?-2,11832,p5000,44 47 063 ,76 40 183,17,5,20,5,unidentified,MIF,Migrating fleas,22,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1462,11?-2,11832,p5000,44 47 063 ,76 40 183,17,5,20,5,unidentified,MIT,Migrating ticks,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1464,11?-2,11832,p5000,44 47 063 ,76 40 183,17,5,20,5,unidentified,MIF,Migrating fleas,47,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1539,11?-2,11832,p500,44 48 308,76 37 848,9,6,12,6,YF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1540,11?-2,11832,p500,44 48 308,76 37 848,9,6,12,6,AM,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1549,11?-2,11832,p500,44 48 308,76 37 848,9,6,12,6,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2637,11?-2,11832,p500,44 48 014,76 40 011,9,6,12,6,E. oschanini,FL-RO,Fleas on R.opimus,2,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,706,11?-3,11833,p5000,44 42 229 ,76 34 629,25,4,28,4,unidentified,FL-RO,Fleas on R.opimus,47,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1738,11?-3,11833,p5000,44 42 229 ,76 34 629,26,6,29,6,AM,RO,Rhombomys opimus,1,7812.5,F1+,99.2,,,,-,+,-,15,64,14,32,28,32,10,16,,,,,,,,,,,,,,,
2003,3547,11?-3,11833,p5000,44 42 229 ,76 34 629,26,6,29,6,unidentified,TI-RO,Ticks on R.opimus,1,7812.5,F1+,99,,,,-,+,-,13,64,13,32,27,32,15,16,,,,,,,,,,,,,,,
2003,3549,11?-3,11833,p5000,44 42 229 ,76 34 629,26,6,29,6,unidentified,FL-RO,Fleas on R.opimus,50,7812.5,F1+,100,,,,-,+,-,23,64,22,32,30,32,0,16,,,,,,,,,,,,,,,
2003,3589,11?-3,11833,p5000,44 42 229 ,76 34 629,26,6,29,6,unidentified,TI-RO,Ticks on R.opimus,5,7812.5,F1+,99.3,,,,-,+,-,15,64,22,32,26,32,11,16,,,,,,,,,,,,,,,
2007,1153,11?-3,11833,p5000,44 42 229 ,76 34 629,23,9,27,9,unidentified,MIF,Migrating fleas,12,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,985,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,AF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,986,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,987,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,AF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1912,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,unidentified,FL-RO,Fleas on R.opimus,18,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1925,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,unidentified,FL-RO,Fleas on R.opimus,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1956,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1958,11?-3,11833,p5000,44 42 229 ,76 34 629,19,5,22,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1587,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,AM,RO,Rhombomys opimus,1,0,F1-,91,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1588,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,AM,RO,Rhombomys opimus,1,0,F1-,98,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1588,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,unidentified fleas,FL-RO,Fleas on R.opimus,20,0,F1-,98,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1589,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,AFL,RO,Rhombomys opimus,1,0,F1-,98,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1592,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,AFL,RO,Rhombomys opimus,1,0,F1-,98,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1593,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,AFL,RO,Rhombomys opimus,1,0,F1-,97,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3836,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,E. oschanini,FL-RO,Fleas on R.opimus,20,0,F1-,88,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3846,11?-3,11833,p500,44 40 989,76 31 794,5,6,7,6,X.hirtipes,FL-RO,Fleas on R.opimus,14,0,F1-,83,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,357,11?-4,11834,p3500,43 43 037 ,76 42 546,2,4,5,4,unidentified,FL-RO,Fleas on R.opimus,45,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,365,11?-4,11834,p3500,44 43 037 ,76 42 546,2,4,5,4,unidentified,FL-RO,Fleas on R.opimus,50,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,366,11?-4,11834,p3500,45 43 037 ,76 42 546,2,4,5,4,unidentified,FL-RO,Fleas on R.opimus,50,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,367,11?-4,11834,p3500,46 43 037 ,76 42 546,2,4,5,4,unidentified,FL-RO,Fleas on R.opimus,30,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1605,11?-4,11834,p3500,44 43 037 ,76 42 546,23,6,27,6,AM,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,20,64,22,32,26,32,0,16,,,,,,,,,,,,,,,
2003,1606,11?-4,11834,p3500,45 43 037 ,77 42 546,23,6,27,6,AFL,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,20,64,22,32,25,16,15,16,,,,,,,,,,,,,,,
2003,1607,11?-4,11834,p3500,46 43 037 ,78 42 546,23,6,27,6,AFL,RO,Rhombomys opimus,1,7812.5,F1+,99.2,,,,-,+,-,25,32,22,8,27,64,12,16,,,,,,,,,,,,,,,
2003,1611,11?-4,11834,p3500,47 43 037 ,79 42 546,23,6,27,6,YFV,RO,Rhombomys opimus,1,7812.5,F1+,99.5,,,,-,+,-,20,32,21,8,27,64,10,16,,,,,,,,,,,,,,,
2003,1614,11?-4,11834,p3500,48 43 037 ,80 42 546,23,6,27,6,AFL,RO,Rhombomys opimus,1,7812.5,F1+,97.7,,,,-,+,-,22,64,21,64,25,32,0,16,,,,,,,,,,,,,,,
2003,1850,11?-4,11834,p3500,44 43 037 ,76 42 546,21,7,24,7,YM,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,14,16,20,4,28,8,20,8,,,,,,,,,,,,,,,
2003,3746,11?-4,11834,p3500,44 43 037 ,76 42 546,21,7,24,7,unidentified,FL-RO,Fleas on R.opimus,5,7812.5,F1+,100,,,,-,+,-,13,16,16,4,22,8,20,8,,,,,,,,,,,,,,,
2003,3747,11?-4,11834,p3500,45 43 037 ,77 42 546,21,7,24,7,unidentified,FL-RO,Fleas on R.opimus,22,7812.5,F1+,100,,,,-,+,-,13,16,20,4,24,8,20,8,,,,,,,,,,,,,,,
2003,3751,11?-4,11834,p3500,46 43 037 ,78 42 546,21,7,24,7,unidentified,FL-RO,Fleas on R.opimus,10,7812.5,F1+,100,,,,-,+,-,14,16,20,4,22,8,16,8,,,,,,,,,,,,,,,
2003,3753,11?-4,11834,p3500,47 43 037 ,79 42 546,21,7,24,7,unidentified,FL-RO,Fleas on R.opimus,16,7812.5,F1+,100,,,,-,+,-,17,16,17,4,27,8,16,8,,,,,,,,,,,,,,,
2006,5,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,YF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,8,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,YF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,14,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,33,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,34,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,35,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,YF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,36,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,41,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,45,11?-4,11834,p3500,44 43 037 ,76 42 546,21,8,24,8,YF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,137,11?-4,11834,p3500,44 43 037 ,76 42 546,13,9,16,9,unidentified,MIT,Migrating ticks,16,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,138,11?-4,11834,p3500,44 43 037 ,76 42 546,13,9,16,9,unidentified,MIT,Migrating ticks,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,140,11?-4,11834,p3500,44 43 037 ,76 42 546,13,9,16,9,unidentified,MIT,Migrating ticks,12,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,422,11?-4,13014,p2800,44 34 319 , 76 41 494,21,9,24,9,YF,RO,Rhombomys opimus,1,25 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,599,11?-4,13014,p2800,44 34 319 , 76 41 494,21,9,24,9,unidentified,FL-RO,Fleas on R.opimus,4,na,na,,,mal-,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3019,11?-4,13014,p2800,44 34 319 , 76 41 494,2,7,4,7,unidentified,MIF,Migrating fleas,10,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2230,11?-2,13032,p500,44 29 729, 76 44 160,29,5,1,6,AM,RO,Rhombomys opimus,1,6250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1049,12?-1,11821,p500,44 55 132,76 50 680,15,6,19,6,YF,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1052,12?-1,11821,p500,44 55 132,76 50 680,15,6,19,6,YM,RO,Rhombomys opimus,1,62500,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1060,12?-1,11821,p500,44 55 132,76 50 680,15,6,19,6,AF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1062,12?-1,11821,p500,44 55 132,76 50 680,15,6,19,6,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1065,12?-1,11821,p500,44 55 132,76 50 680,15,6,19,6,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1918,12?-1,11821,p500,44 55 991,76 50 637,15,6,na,na,RO,RO,Rhombomys opimus,1,0,F1-,98,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1921,12?-1,11821,p500,44 55 991,76 50 637,15,6,na,na,RO,RO,Rhombomys opimus,1,0,F1-,100,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1936,12?-2,11822,p500,44 56 355,76 53 145,15,6,na,na,RO,RO,Rhombomys opimus,1,0,F1-,97,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1862,12?-3,11823,p3700,44 53 204 , 76 50 879,20,10,23,10,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1810,12?-3,11823,p3700,44 53 204 , 76 50 879,18,6,21,6,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1985,12?-3,11823,p500,44 51 247,76 50 570,17,6,18,6,AFL,RO,Rhombomys opimus,1,0,F1-,100,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1986,12?-3,11823,p500,44 51 247,76 50 570,16,6,18,6,AFL,RO,Rhombomys opimus,1,0,F1-,100,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1995,12?-3,11823,p500,44 51 247,76 50 570,16,6,18,6,AFL,RO,Rhombomys opimus,1,0,F1-,100,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1999,12?-3,11823,p500,44 51 431,76 50 869,17,6,18,6,AM,RO,Rhombomys opimus,1,0,F1-,100,arg+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1157,12?-2,11842,p2800,44 46 769 , 76 54 407,24,5,26,5,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,788,12?-3,11843,p3500,44 41 643,  76 54 633,1,10,4,10,unidentified,MIF,Migrating fleas,35,15625,F1+,100,,,,-,+,-,25,64,20,8,26,16,17,16,,,,,,,,,,,,,,,
2010,3667,12?-4,11844,p500,44 41 385, 76 53 412,23,6,26,6,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3673,12?-4,11844,p500,44 41 385, 76 53 412,23,6,26,6,unidentified,MIF,Migrating fleas,12,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3674,12?-4,11844,p500,44 41 385, 76 53 412,23,6,26,6,unidentified,MIF,Migrating fleas,15,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1911,12?-2,13022,p4500,44 37 198 , 76 53 917,20,5,23,5,unidentified,FL-RO,Fleas on R.opimus,13,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1912,12?-2,13022,p4500,44 37 198 , 76 53 917,20,5,23,5,unidentified,FL-RO,Fleas on R.opimus,11,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1918,12?-2,13022,p4500,44 37 198 , 76 53 917,20,5,23,5,unidentified,FL-RO,Fleas on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2047,12?-2,13022,p500,44 35  267, 76 53 405,23,6,26,6,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2184,12?-2,13022,p500,44 37 714, 76 54 485,23,6,26,6,RO,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3662,12?-2,13022,p500,44 36 585, 76 54 212,23,6,26,6,unidentified,MIF,Migrating fleas,19,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1619,12?-3,10323,p500,44 31 846, 76 46 843,11,6,14,6,AM,RO,Rhombomys opimus,1,31250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1625,12?-3,10323,p500,44 31 846, 76 46 843,11,6,14,6,AF,RO,Rhombomys opimus,1,6250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1629,12?-3,10323,p500,44 31 846, 76 46 843,11,6,14,6,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,659,12?-4,13024,p3700,44 33 582 , 76 53 588,19,5,23,5,AM,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1899,12?-4,13024,p3700,44 33 582 , 76 53 588,19,5,23,5,Hyalomma,TI-RO,Ticks on R.opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1906,12?-4,13024,p3700,44 33 582 , 76 53 588,19,5,23,5,Rhipicephalus,TI-RO,Ticks on R.opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1907,12?-4,13024,p3700,44 33 582 , 76 53 588,19,5,23,5,X. gerbilli,FL-RO,Fleas on R.opimus,8,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1215,12?-3,10333,p1800,44 21 627 , 76 51 977,check,check,na,na,RO,RO,Rhombomys opimus,1,31250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1948,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,MIF,Migrating fleas,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1953,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,MIF,Migrating fleas,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1954,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,MIF,Migrating fleas,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1955,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1958,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1959,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1960,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1961,13?-3,8313,p5000,45 52 489 ,77 03 971,na,na,na,na,unidentified,FL-RO,Fleas on R.opimus,na,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
